Cong ID,Congregation Name,Number of Youth Male,Number of Youth Female,Number of Youth Nonbinary,Number of Youth Gender Non-Conforming,Number of Adult Male,Number of Adult Female,Number of Adult Nonbinary,Number of Adult Gender Non-Conforming,Number of MYLE participants,Number of the tAble participants,Doubles Requested,Kings Requested,Priority Incentive,Hotel Price Range,Hotel Location
749,Trinity Lutheran Church,2,,,,1,1,,,,,,,,,
5484,Trinity Lutheran Church,,,,,,1,,,,,,,,,
6638,Trinity Lutheran Church,2,,,,2,,,,,,,,,,
12232,Trinity Lutheran Church,5,7,,,,3,,,,,,,,,
14607,Trinity Lutheran Church,5,1,,,,4,,,,,,,,,
2138,Trinity Lutheran Church,1,3,,,1,3,,,,,,2,Hotel location,$166-185 + tax,Convention Center
13355,Trinity Lutheran Church,2,,,,1,,,,,,,2,Hotel price,$140-150 + tax,French Quarter
14029,Trinity Lutheran Church,2,2,,,1,1,,,,,,4,Accompaniment experience,$140-150 + tax,French Quarter
20204,Trinity Lutheran Church,2,,,,1,,,,,,1,,Hotel location,$166-185 + tax,French Quarter
12306,Trinity Lutheran Church,4,,,,,2,,,,,1,2,,,
10217,Trinity Lutheran Church,2,2,,,,2,,,,,2,,Hotel location,$166-185 + tax,Superdome
20033,Trinity Lutheran Church,4,,,,2,,,,,,2,,Hotel location,$166-185 + tax,Downtown
6514,Trinity Lutheran Church,2,3,,,1,1,,,,,2,1,Hotel location,$151-165 + tax,Superdome
11316,Trinity Lutheran Church,,4,,,,1,,,1,,2,1,Hotel location,$151-165 + tax,Downtown
11949,Trinity Lutheran Church,8,1,,,1,2,,,,,2,1,Hotel location,$166-185 + tax,Convention Center
5832,Trinity Lutheran Church,1,4,,,1,1,,,,,2,2,Accompaniment experience,$140-150 + tax,Downtown
6837,Trinity Lutheran Church,2,2,,,1,1,,,,,2,2,Hotel location,,Convention Center
7367,Trinity Lutheran Church,3,4,,,1,1,,,,,2,2,Hotel location,$151-165 + tax,Superdome
1717,Trinity Lutheran Church,3,1,,,2,1,,,,,2,3,Hotel location,$166-185 + tax,Downtown
14706,Trinity Lutheran Church,5,6,,,1,3,,,,,2,4,Accompaniment experience,$151-165 + tax,French Quarter
4816,Trinity Lutheran Church,2,4,,,1,1,,,,,3,,Hotel location,$151-165 + tax,Downtown
11471,Trinity Lutheran Church,,4,,1,,2,,,,,3,,Hotel location,$166-185 + tax,French Quarter
13330,Trinity Lutheran Church,2,2,,,,2,,,,,3,,Hotel location,$166-185 + tax,French Quarter
11708,Trinity Lutheran Church,8,2,,,1,1,,,,,3,,Hotel price,$140-150 + tax,Superdome
1031,Trinity Lutheran Church,3,4,,,1,3,,,,,3,1,Hotel location,$151-165 + tax,French Quarter
1513,Trinity Lutheran Church,5,1,,,1,1,,,,,3,2,,,
5656,Trinity Lutheran Church,3,3,,,,1,,,,,3,2,Hotel location,$151-165 + tax,Superdome
3063,Trinity Lutheran Church,3,5,,,2,1,,,,,4,1,Accompaniment experience,,
10851,Trinity Lutheran Church,3,5,,,1,2,,,,,4,1,Hotel location,$151-165 + tax,Downtown
1750,Trinity Lutheran Church,2,4,,,1,2,,,,,4,1,Hotel price,$151-165 + tax,Downtown
11776,Trinity Lutheran Church,2,11,,,,2,,,,,4,2,Accompaniment experience,$140-150 + tax,Superdome
13243,Trinity Lutheran Church,5,5,,,1,2,,,,,4,2,Accompaniment experience,$140-150 + tax,Downtown
2835,Trinity Lutheran Church,,3,,,,2,,,,,4,2,Hotel location,$166-185 + tax,Downtown
14129,Trinity Lutheran Church,3,7,,,1,2,,,13,,4,2,Hotel location,$140-150 + tax,Downtown
1173,Trinity Lutheran Church,4,7,,,1,3,,,,,4,3,Accompaniment experience,$151-165 + tax,French Quarter
2529,Trinity Lutheran Church,8,4,,,1,4,,,,,4,3,Accompaniment experience,$151-165 + tax,Superdome
5915,Trinity Lutheran Church,6,2,,,2,3,,,,,4,3,Hotel location,$166-185 + tax,Downtown
5340,Trinity Lutheran Church,4,11,,,1,3,,,,,4,4,Hotel location,$151-165 + tax,Superdome
12954,Trinity Lutheran Church,5,5,,,1,2,,,,,5,,,,
30394,Trinity Lutheran Church,5,5,,,,4,,,,,5,,,,
5489,Trinity Lutheran Church,4,3,,,2,1,,,,,5,,Accompaniment experience,$166-185 + tax,Downtown
567,Trinity Lutheran Church,2,10,,1,1,1,,,,,5,,Hotel location,$151-165 + tax,Superdome
11815,Trinity Lutheran Church,5,6,,,,3,,,,,5,,Hotel location,$166-185 + tax,French Quarter
13650,Trinity Lutheran Church,5,6,,,1,3,,,,,5,1,Accompaniment experience,$166-185 + tax,Superdome
13715,Trinity Lutheran Church,6,12,,,2,1,,,,,5,1,Accompaniment experience,$151-165 + tax,Downtown
6086,Trinity Lutheran Church,5,4,,1,1,3,,,,,5,1,Hotel location,$166-185 + tax,Downtown
12578,Trinity Lutheran Church,3,5,,,1,4,,,,,5,1,Hotel location,$166-185 + tax,Downtown
448,Trinity Lutheran Church,6,5,,,,1,,,,,5,2,Hotel location,$151-165 + tax,Downtown
6741,Trinity Lutheran Church,8,10,,,1,2,,,,,5,2,Hotel location,$151-165 + tax,French Quarter
14642,Trinity Lutheran Church,8,11,,,1,2,,,,,5,2,Hotel location,$151-165 + tax,Superdome
12004,Trinity Lutheran Church,4,7,,,2,4,,,,,6,,Accompaniment experience,$151-165 + tax,Downtown
680,Trinity Lutheran Church,5,5,,,3,2,,,,,6,,Hotel location,$166-185 + tax,Superdome
14393,Trinity Lutheran Church,8,5,,,2,2,,,3,,6,,Hotel location,$140-150 + tax,Downtown
14551,Trinity Lutheran Church,14,2,,,1,2,,,,,6,,Hotel location,$166-185 + tax,Downtown
2858,Trinity Lutheran Church,6,4,,1,3,2,,,,,6,1,Hotel location,$166-185 + tax,Superdome
11327,Trinity Lutheran Church,6,9,,,2,7,,,,,6,2,Hotel location,$166-185 + tax,Superdome
11892,Trinity Lutheran Church,7,16,,,2,4,,,,,6,3,Hotel location,$151-165 + tax,French Quarter
11054,Trinity Lutheran Church,15,11,,1,3,3,,,,,7,6,Hotel location,$151-165 + tax,Superdome
14349,Trinity Lutheran Church,4,23,,,1,5,,,,,8,1,Hotel price,$151-165 + tax,Downtown
14808,Trinity Lutheran Church,10,18,,,1,8,,,,,9,2,Hotel location,$151-165 + tax,Downtown
11594,Trinity Lutheran Church,6,7,,,1,2,,,,,10,,Hotel location,$151-165 + tax,Downtown
13747,Trinity Lutheran Church,13,16,,,3,4,,,,,11,1,Hotel location,$151-165 + tax,Superdome
14581,Trinity Lutheran Church,10,20,,1,2,4,,,,,12,,Hotel location,$151-165 + tax,Downtown
13368,Trinity Lutheran Church Of Choteau,,6,,,,3,,,,,3,,Accompaniment experience,$140-150 + tax,French Quarter
7488,Triumphant Love Lutheran Church,19,13,,,5,6,,,11,,18,1,Hotel location,$151-165 + tax,Downtown
627,Union Lutheran Church,1,3,,,2,2,,,,,3,2,Hotel location,$166-185 + tax,French Quarter
5911,United Dr Martin Luther Lutheran Church,,2,,,1,2,,,,,2,1,Hotel price,$140-150 + tax,French Quarter
2169,United Evangelical Lutheran Church of Peace,3,5,,,,3,,,,,3,3,Accompaniment experience,$166-185 + tax,Downtown
31421,United Fellowship Lutheran Church,1,2,,,1,1,,,,,2,1,Accompaniment experience,$151-165 + tax,French Quarter
7162,United In Christ Lutheran Church,1,6,,,,1,,,,,,,,,
7431,United Lutheran Church,,2,,,1,1,,,,,1,1,Hotel location,$166-185 + tax,Superdome
11902,United Lutheran Church,8,6,,,1,3,,,,,3,3,Hotel location,$151-165 + tax,Downtown
12358,United Lutheran Church,4,9,,,1,2,,,,,4,3,Hotel location,$151-165 + tax,Downtown
11978,United Redeemer Lutheran Church,,,,,,1,,,,,,,,,
31224,Unity Lutheran Church,4,6,,,3,3,,,,,10,,Accompaniment experience,$166-185 + tax,Superdome
5652,University Lutheran Church,,5,,,1,2,,,,,3,1,Accompaniment experience,$166-185 + tax,French Quarter
12359,University Lutheran Church,6,11,,,2,2,,,,,5,2,Hotel location,$166-185 + tax,French Quarter
20295,University Lutheran Church & Student Center,1,5,,,,2,,,,,2,2,Hotel location,$140-150 + tax,Downtown
12503,Valle Lutheran Church,1,6,,,2,3,,,,,4,1,Hotel location,$151-165 + tax,Superdome
11744,Vang Lutheran Church,4,11,,,2,7,,,4,,7,4,Hotel location,$166-185 + tax,French Quarter
30948,Vida Eterna - Iglesia Luterana,1,3,,,1,1,,,,,4,,Hotel location,$140-150 + tax,Downtown
614,Weisenberg Lutheran Church,2,2,,,2,4,,,,,4,,Hotel location,$151-165 + tax,Downtown
14558,West Immanuel Lutheran Church,,8,,,,3,,,,,3,,Hotel location,$166-185 + tax,Downtown
3112,West Union Lutheran Church,2,3,,,1,5,,,,,3,,Hotel location,$166-185 + tax,Superdome
30905,Westside Lutheran Church,3,2,,,1,1,,,,,2,,Hotel price,$166-185 + tax,French Quarter
11914,Westwood Lutheran Church,2,3,,,1,2,,,,,2,2,Hotel location,$151-165 + tax,Downtown
11024,Winnebago Lutheran Church,,1,,,1,1,,,,,1,1,Accompaniment experience,$151-165 + tax,French Quarter
14852,Wiota Lutheran Church,1,4,,,,3,,,,,3,,Hotel location,$151-165 + tax,Downtown
16019,Word Of Peace Lutheran Church,2,12,,,,3,,,,,6,,Hotel location,$140-150 + tax,Superdome
14606,Yellowstone Lutheran Church,6,5,,,2,3,,,,,4,,Hotel location,$151-165 + tax,French Quarter
13318,Zion Evangelical Lutheran Church,3,4,,,3,2,,,,,2,3,Hotel location,$151-165 + tax,Downtown
10642,Zion Evangelical Lutheran Church,5,2,,,1,4,,,,2,6,,Accompaniment experience,$151-165 + tax,Downtown
11070,Zion Lutheran Church,2,,,,1,,,,,,,,,,
13228,Zion Lutheran Church,3,,,,1,1,,,,,,,,,
14598,Zion Lutheran Church,2,8,,,2,1,,,,,,,,,
13584,Zion Lutheran Church,1,2,,,1,1,,,,,2,,Accompaniment experience,$151-165 + tax,French Quarter
11216,Zion Lutheran Church,3,,,,1,,,,,,2,,Hotel location,$140-150 + tax,French Quarter
834,Zion Lutheran Church,2,3,,,,2,,,,,2,,Hotel price,$151-165 + tax,Convention Center
6838,Zion Lutheran Church,2,2,,,1,2,,,,,2,,Hotel price,$140-150 + tax,Superdome
30444,Zion Lutheran Church,1,1,,,1,1,,,,,2,,Hotel price,$151-165 + tax,Downtown
1667,Zion Lutheran Church,1,3,,,2,1,,,,,2,1,,,
12923,Zion Lutheran Church,2,2,,,,2,,,,,2,1,Hotel location,$166-185 + tax,Convention Center
11074,Zion Lutheran Church,4,4,,,1,2,,,,,2,2,Hotel location,$151-165 + tax,French Quarter
13300,Zion Lutheran Church,,5,,,,2,,,,,3,,Hotel location,$166-185 + tax,Downtown
1118,Zion Lutheran Church,2,,,,1,,,,,,3,,Hotel price,$166-185 + tax,Convention Center
5719,Zion Lutheran Church,5,1,,,2,1,,,,,3,2,Hotel location,$166-185 + tax,Superdome
5753,Zion Lutheran Church,3,7,,,2,3,,,,,4,,Hotel location,$166-185 + tax,Superdome
10201,Zion Lutheran Church,3,2,,,2,2,,,,,4,,Hotel location,$166-185 + tax,Superdome
11951,Zion Lutheran Church,1,11,,,,3,,,,,4,1,Hotel location,$151-165 + tax,Downtown
12673,Zion Lutheran Church,6,8,,,,2,,,,,4,2,Hotel location,$166-185 + tax,French Quarter
13235,Zion Lutheran Church,6,5,,,1,3,,,,,4,2,Hotel location,$140-150 + tax,Downtown
1487,Zion Lutheran Church,5,6,,,1,2,,,,,5,1,Hotel location,$151-165 + tax,Downtown
2955,Zion Lutheran Church,2,9,,,1,2,,,,,6,,Accompaniment experience,$140-150 + tax,Convention Center
7026,Zion Lutheran Church,6,12,,,2,3,,,,,6,,Hotel location,$166-185 + tax,Downtown
11605,Zion Lutheran Church,6,11,,,,3,,,,,6,,Hotel location,$166-185 + tax,Downtown
14148,Zion Lutheran Church Of Helotes,10,5,,,1,1,,,,,5,,Hotel price,$140-150 + tax,French Quarter
11140,Zion St John Lutheran Church,3,2,,,1,2,,,,,1,3,Accompaniment experience,$166-185 + tax,Superdome
11345,Zoar Lutheran Church,,8,,,1,3,,,,,7,,Hotel location,$166-185 + tax,Downtown
