,cong_id,congregation_name,kings_requested,doubles_requested,priority_incentive,hotel_price_range,hotel_location,assigned_hotel
199,14835,Norway Evangelical Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,New Orleans Marriott
200,5652,University Lutheran Church,1,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,Renaissance New Orleans Arts Warehouse District Hotel
201,2061,St John's Lutheran Church,1,1,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,Sheraton New Orleans Hotel
202,30166,St Nicholas Lutheran Church,1,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,Sheraton New Orleans Hotel
203,11593,Our Savior's Lutheran Church,1,6,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,French Quarter,The Westin New Orleans
204,4538,Advent Evangelical Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Superdome,Astor Crowne Plaza New Orleans French Quarter
205,13646,American Lutheran Church,1,3,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Superdome,Astor Crowne Plaza New Orleans French Quarter
206,6606,St Paul Lutheran Church,3,0,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Superdome,Homewood Suites New Orleans French Quarter
207,31224,Unity Lutheran Church,0,10,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Superdome,Hyatt Regency New Orleans
208,1243,Grace Lutheran Church,0,6,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Superdome,New Orleans Marriott
209,14829,Immanuel Lutheran Church,11,12,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Superdome,New Orleans Marriott
210,30957,Journey Lutheran Church,0,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Superdome,New Orleans Marriott
211,13650,Trinity Lutheran Church,1,5,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Superdome,Renaissance New Orleans Arts Warehouse District Hotel
212,11140,Zion St John Lutheran Church,3,1,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Superdome,Renaissance New Orleans Arts Warehouse District Hotel
213,10629,St Paul Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Superdome,Sheraton New Orleans Hotel
214,30083,Rejoice Lutheran Church,2,4,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,Superdome,Wyndham Garden Baronne Plaza New Orleans
215,3484,Emanuel Lutheran Church,1,5,ACCOMPANIMENT EXPERIENCE,$166-185 + tax,,Astor Crowne Plaza New Orleans French Quarter
216,13248,St Matthew Lutheran Church,2,8,ACCOMPANIMENT EXPERIENCE,,Downtown,Sheraton New Orleans Hotel
217,16037,Prince of Peace Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,,Downtown,The Westin New Orleans
218,10969,Gilbert Lutheran Church,1,5,ACCOMPANIMENT EXPERIENCE,,French Quarter,New Orleans Marriott
219,459,St Matthew Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,,French Quarter,Sheraton New Orleans Hotel
220,3002,Lyndale Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,,Superdome,New Orleans Marriott
221,3063,Trinity Lutheran Church,1,4,ACCOMPANIMENT EXPERIENCE,,,Le Meridien New Orleans
222,11486,Grace Lutheran Church,0,3,ACCOMPANIMENT EXPERIENCE,,,New Orleans Marriott
223,2950,Grace Lutheran Church,0,4,ACCOMPANIMENT EXPERIENCE,,,New Orleans Marriott
224,2962,Messiah Lutheran Church,2,2,ACCOMPANIMENT EXPERIENCE,,,New Orleans Marriott
225,1080,St Matthew Lutheran Church,1,2,ACCOMPANIMENT EXPERIENCE,,,Sheraton New Orleans Hotel
226,14843,Our Savior Lutheran Church,0,0,ACCOMPANIMENT EXPERIENCE,,,
227,1905,Holy Trinity Lutheran Church,3,1,HOTEL LOCATION,$140-150 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
228,11830,First Lutheran Church,0,4,HOTEL LOCATION,$140-150 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
229,12147,Maynard Lutheran Church,0,2,HOTEL LOCATION,$140-150 + tax,Convention Center,Hilton New Orleans Riverside
230,3004,Mount Olivet Lutheran Church,0,13,HOTEL LOCATION,$140-150 + tax,Convention Center,Hilton New Orleans Riverside
231,13971,St Andrew's Lutheran Church,1,5,HOTEL LOCATION,$140-150 + tax,Convention Center,Hilton New Orleans Riverside
232,11011,American Lutheran Church,0,4,HOTEL LOCATION,$140-150 + tax,Downtown,AC Hotel New Orleans French Quarter
233,7490,Beautiful Savior Lutheran Church,1,1,HOTEL LOCATION,$140-150 + tax,Downtown,AC Hotel New Orleans French Quarter
234,20170,Christ Lutheran Church,1,4,HOTEL LOCATION,$140-150 + tax,Downtown,Hampton Inn & Suites New Orleans Downtown (French Quarter Area)
235,1281,Christ's Evangelical Lutheran Church,0,3,HOTEL LOCATION,$140-150 + tax,Downtown,Hilton New Orleans St. Charles Avenue
236,4857,Ebenezer Lutheran Church,1,1,HOTEL LOCATION,$140-150 + tax,Downtown,Hilton New Orleans St. Charles Avenue
237,2324,Faith Lutheran Church,1,1,HOTEL LOCATION,$140-150 + tax,Downtown,InterContinental New Orleans
238,12131,Grace Lutheran Church,1,6,HOTEL LOCATION,$140-150 + tax,Downtown,JW Marriott New Orleans
239,20039,Lutheran Church Of The Atonement,0,4,HOTEL LOCATION,$140-150 + tax,Downtown,Sheraton New Orleans Hotel
240,16198,Lutheran Church Of The Cross,2,3,HOTEL LOCATION,$140-150 + tax,Downtown,Sheraton New Orleans Hotel
241,16110,Messiah Lutheran Church,0,8,HOTEL LOCATION,$140-150 + tax,Downtown,Sheraton New Orleans Hotel
242,3029,Nativity Lutheran Church,0,8,HOTEL LOCATION,$140-150 + tax,Downtown,Sheraton New Orleans Hotel
243,11905,Our Savior Lutheran Church,0,6,HOTEL LOCATION,$140-150 + tax,Downtown,Sheraton New Orleans Hotel
244,11621,Our Savior's Lutheran Church,0,3,HOTEL LOCATION,$140-150 + tax,Downtown,Sheraton New Orleans Hotel
245,16069,Peace Lutheran Church,2,3,HOTEL LOCATION,$140-150 + tax,Downtown,Sheraton New Orleans Hotel
246,12983,Phinney Ridge Lutheran Church,2,2,HOTEL LOCATION,$140-150 + tax,Downtown,Sheraton New Orleans Hotel
247,4506,Prince of Peace Lutheran Church,2,4,HOTEL LOCATION,$140-150 + tax,Downtown,Sheraton New Orleans Hotel
248,13139,Redeemer Lutheran Church,2,2,HOTEL LOCATION,$140-150 + tax,Downtown,Sheraton New Orleans Hotel
249,12297,St Olaf Lutheran Church,2,3,HOTEL LOCATION,$140-150 + tax,Downtown,Sheraton New Orleans Hotel
250,2714,The Lutheran Church of The Good Shepherd,0,3,HOTEL LOCATION,$140-150 + tax,Downtown,
251,14129,Trinity Lutheran Church,2,4,HOTEL LOCATION,$140-150 + tax,Downtown,
252,14393,Trinity Lutheran Church,0,6,HOTEL LOCATION,$140-150 + tax,Downtown,
253,20295,University Lutheran Church & Student Center,2,2,HOTEL LOCATION,$140-150 + tax,Downtown,
254,30948,Vida Eterna - Iglesia Luterana,0,4,HOTEL LOCATION,$140-150 + tax,Downtown,
255,13235,Zion Lutheran Church,2,4,HOTEL LOCATION,$140-150 + tax,Downtown,
256,3736,Abiding Presence Lutheran Church,1,2,HOTEL LOCATION,$140-150 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
257,14472,Christ Lutheran Church,2,1,HOTEL LOCATION,$140-150 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
258,14810,Christ Lutheran Church,2,5,HOTEL LOCATION,$140-150 + tax,French Quarter,Astor Crowne Plaza New Orleans French Quarter
259,31402,Milton Lutheran Church,2,2,HOTEL LOCATION,$140-150 + tax,French Quarter,New Orleans Marriott
260,12420,Our Savior Lutheran Church,0,5,HOTEL LOCATION,$140-150 + tax,French Quarter,The Westin New Orleans
261,30486,Seeds of Faith Lutheran Church,3,4,HOTEL LOCATION,$140-150 + tax,French Quarter,
262,14069,St John Lutheran Church,0,4,HOTEL LOCATION,$140-150 + tax,French Quarter,
263,14206,St Paul Lutheran Church,2,2,HOTEL LOCATION,$140-150 + tax,French Quarter,
264,11216,Zion Lutheran Church,0,2,HOTEL LOCATION,$140-150 + tax,French Quarter,
265,2905,Bethesda Evangelical Lutheran Church,0,1,HOTEL LOCATION,$140-150 + tax,Superdome,Holiday Inn New Orleans-Downtown Superdome
266,14684,Holmen Lutheran Church,0,6,HOTEL LOCATION,$140-150 + tax,Superdome,Hyatt Regency New Orleans
267,16146,Hosanna Lutheran Church,2,2,HOTEL LOCATION,$140-150 + tax,Superdome,Hyatt Regency New Orleans
268,30631,Joy Reigns Lutheran Church,0,6,HOTEL LOCATION,$140-150 + tax,Superdome,Hyatt Regency New Orleans
269,14780,Lutheran Church Of The Resurrection,0,6,HOTEL LOCATION,$140-150 + tax,Superdome,Hyatt Regency New Orleans
270,4986,Shepherd of the Hills Evangelical Lutheran Church,0,3,HOTEL LOCATION,$140-150 + tax,Superdome,Hyatt Regency New Orleans
271,3107,Shepherd Of The Hills Lutheran Church,0,4,HOTEL LOCATION,$140-150 + tax,Superdome,Hyatt Regency New Orleans
272,30937,Spirit Of Joy Lutheran Church,0,4,HOTEL LOCATION,$140-150 + tax,Superdome,Hyatt Regency New Orleans
273,4741,St Mark Lutheran Church,0,4,HOTEL LOCATION,$140-150 + tax,Superdome,Hyatt Regency New Orleans
274,4552,St Paul Lutheran Church,0,2,HOTEL LOCATION,$140-150 + tax,Superdome,Hyatt Regency New Orleans
275,16019,Word Of Peace Lutheran Church,0,6,HOTEL LOCATION,$140-150 + tax,Superdome,Hyatt Regency New Orleans
276,880,Lutheran Church Of The Good Shepherd,2,2,HOTEL LOCATION,$140-150 + tax,Superdome,Le Pavillon Hotel
277,20050,Pilgrim Lutheran Church,2,1,HOTEL LOCATION,$140-150 + tax,Superdome,Le Pavillon Hotel
278,1935,St Mark Lutheran Church,1,6,HOTEL LOCATION,$140-150 + tax,,
279,5127,Advent Lutheran Church,1,2,HOTEL LOCATION,$151-165 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
280,13366,Ascension Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
281,13351,Atonement Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
282,3174,Augustana Lutheran Church,1,5,HOTEL LOCATION,$151-165 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
283,1958,Bethany Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
284,11972,Central Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
285,11729,Chatfield Lutheran Church,2,2,HOTEL LOCATION,$151-165 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
286,10244,Christ Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
287,30063,Christ Lutheran Church,2,3,HOTEL LOCATION,$151-165 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
288,4851,Christ The King Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
289,12538,Faith Journey Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
290,5507,King Of Kings Lutheran Church,1,1,HOTEL LOCATION,$151-165 + tax,Convention Center,Cambria Hotel New Orleans Downtown/Warehouse District
291,12507,First Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
292,5036,Good Shepherd Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
293,13183,Grace Lutheran Church,3,4,HOTEL LOCATION,$151-165 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
294,14575,Grace Lutheran Church,0,11,HOTEL LOCATION,$151-165 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
295,6033,Holy Trinity Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
296,30418,Joy Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
297,30266,Living Waters Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
298,16255,Lord Of The Seas Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,Convention Center,Courtyard New Orleans Downtown/Convention Center
299,30319,Lord of the Hills Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
300,4243,Lutheran Church Of The Redeemer,1,2,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
301,5748,Lutheran Church Of The Resurrection,0,2,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
302,13742,Our Savior Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
303,14474,Our Saviors Lutheran Church,2,3,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
304,3273,St Andrew Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
305,5619,St David Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
306,3183,St John Lutheran Church,6,6,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
307,3471,St John's Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
308,3509,St Luke Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
309,11393,St Mark Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
310,12228,St Olaf Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
311,11896,St Paul Lutheran Church,1,2,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
312,14664,Sugar Creek Lutheran Church,0,9,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
313,1301,Swamp Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
314,7828,Tree Of Life Lutheran Church,1,2,HOTEL LOCATION,$151-165 + tax,Convention Center,Hilton New Orleans Riverside
315,7573,Abiding Presence Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Downtown,AC Hotel New Orleans French Quarter
316,13889,Advent Lutheran Church,3,1,HOTEL LOCATION,$151-165 + tax,Downtown,AC Hotel New Orleans French Quarter
317,10052,Ascension Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,Downtown,AC Hotel New Orleans French Quarter
318,10197,Atonement Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,Downtown,AC Hotel New Orleans French Quarter
319,2458,Augustana Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Downtown,AC Hotel New Orleans French Quarter
320,14565,Bay View Lutheran Church,1,5,HOTEL LOCATION,$151-165 + tax,Downtown,AC Hotel New Orleans French Quarter
321,10576,Bethel Lutheran Church,1,1,HOTEL LOCATION,$151-165 + tax,Downtown,AC Hotel New Orleans French Quarter
322,2934,St Paul Lutheran Church,4,0,HOTEL LOCATION,$151-165 + tax,Downtown,AC Hotel New Orleans French Quarter
323,13791,Bethel Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,Downtown,Hampton Inn & Suites New Orleans Downtown (French Quarter Area)
324,4144,Bethlehem Lutheran Church,0,1,HOTEL LOCATION,$151-165 + tax,Downtown,Hampton Inn & Suites New Orleans Downtown (French Quarter Area)
325,6533,Bethlehem Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Downtown,Hampton Inn & Suites New Orleans Downtown (French Quarter Area)
326,11678,Bethlehem Lutheran Church,0,10,HOTEL LOCATION,$151-165 + tax,Downtown,Hampton Inn & Suites New Orleans Downtown (French Quarter Area)
327,11459,Breckenridge Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,Downtown,Hampton Inn & Suites New Orleans Downtown (French Quarter Area)
328,13530,Canton Lutheran Church,3,6,HOTEL LOCATION,$151-165 + tax,Downtown,Hampton Inn & Suites New Orleans Downtown (French Quarter Area)
329,405,Christ Lutheran Church,2,3,HOTEL LOCATION,$151-165 + tax,Downtown,Hampton Inn & Suites New Orleans Downtown (French Quarter Area)
330,7727,Christ Our Redeemer Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,Downtown,Hilton New Orleans St. Charles Avenue
331,11825,Christ The King Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,Downtown,Hilton New Orleans St. Charles Avenue
332,3225,Christus Victor Lutheran Church,4,4,HOTEL LOCATION,$151-165 + tax,Downtown,Hilton New Orleans St. Charles Avenue
333,20206,"Church Of Our Saviour, Lutheran",0,1,HOTEL LOCATION,$151-165 + tax,Downtown,Hilton New Orleans St. Charles Avenue
334,10516,Community Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Downtown,Hilton New Orleans St. Charles Avenue
335,11470,Comstock Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Downtown,Hilton New Orleans St. Charles Avenue
336,30851,Cristo Rey Lutheran Church,2,2,HOTEL LOCATION,$151-165 + tax,Downtown,Hilton New Orleans St. Charles Avenue
337,1829,Edgebrook Lutheran Church,2,4,HOTEL LOCATION,$151-165 + tax,Downtown,InterContinental New Orleans
338,1762,Emmanuel Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Downtown,InterContinental New Orleans
339,20086,Faith Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Downtown,InterContinental New Orleans
340,2445,Faith Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Downtown,InterContinental New Orleans
341,20135,Family Of Christ Lutheran Church,0,10,HOTEL LOCATION,$151-165 + tax,Downtown,InterContinental New Orleans
342,3180,First Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Downtown,InterContinental New Orleans
343,12369,First Lutheran Church,1,5,HOTEL LOCATION,$151-165 + tax,Downtown,InterContinental New Orleans
344,14613,First Lutheran Church,1,5,HOTEL LOCATION,$151-165 + tax,Downtown,InterContinental New Orleans
345,4170,Friendship Lutheran Church,2,4,HOTEL LOCATION,$151-165 + tax,Downtown,InterContinental New Orleans
346,2141,Gethsemane Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Downtown,InterContinental New Orleans
347,10872,Gloria Dei Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Downtown,InterContinental New Orleans
348,2716,Good Shepherd Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,Downtown,InterContinental New Orleans
349,11465,Good Shepherd Lutheran Church,1,20,HOTEL LOCATION,$151-165 + tax,Downtown,JW Marriott New Orleans
350,2633,Grace Lutheran Church,2,3,HOTEL LOCATION,$151-165 + tax,Downtown,JW Marriott New Orleans
351,11707,Grace Lutheran Church,2,5,HOTEL LOCATION,$151-165 + tax,Downtown,JW Marriott New Orleans
352,6504,Harrold Zion Lutheran Church,1,3,HOTEL LOCATION,$151-165 + tax,Downtown,JW Marriott New Orleans
353,6508,Holy Trinity Lutheran Church,1,1,HOTEL LOCATION,$151-165 + tax,Downtown,JW Marriott New Orleans
354,14717,Lakeview Lutheran Church,3,1,HOTEL LOCATION,$151-165 + tax,Downtown,JW Marriott New Orleans
355,7821,Holy Cross Lutheran Church,2,4,HOTEL LOCATION,$151-165 + tax,Downtown,La Quinta Inn & Suites New Orleans Downtown
356,7569,Holy Cross Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Downtown,La Quinta Inn & Suites New Orleans Downtown
357,5651,Holy Trinity Lutheran Church,3,3,HOTEL LOCATION,$151-165 + tax,Downtown,La Quinta Inn & Suites New Orleans Downtown
358,7799,Immanuel Lutheran Church,2,3,HOTEL LOCATION,$151-165 + tax,Downtown,Renaissance New Orleans Pere Marquette French Quarter Area Hotel
359,6893,Immanuel Lutheran Church,2,15,HOTEL LOCATION,$151-165 + tax,Downtown,Renaissance New Orleans Pere Marquette French Quarter Area Hotel
360,5601,Incarnation Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Downtown,Renaissance New Orleans Pere Marquette French Quarter Area Hotel
361,14526,Joy Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,Downtown,Renaissance New Orleans Pere Marquette French Quarter Area Hotel
362,30626,Kaw Prairie Community Church,0,8,HOTEL LOCATION,$151-165 + tax,Downtown,Renaissance New Orleans Pere Marquette French Quarter Area Hotel
363,6165,King Of Kings Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Downtown,Renaissance New Orleans Pere Marquette French Quarter Area Hotel
364,14157,Kinsmen Lutheran Church,1,4,HOTEL LOCATION,$151-165 + tax,Downtown,Renaissance New Orleans Pere Marquette French Quarter Area Hotel
365,7829,Living Springs Lutheran Church,2,4,HOTEL LOCATION,$151-165 + tax,Downtown,Renaissance New Orleans Pere Marquette French Quarter Area Hotel
366,30200,Living Waters Lutheran Church,2,3,HOTEL LOCATION,$151-165 + tax,Downtown,Renaissance New Orleans Pere Marquette French Quarter Area Hotel
367,7827,Lord Of Life Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
368,7539,Lord Of Life Lutheran Church,0,10,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
369,10035,Lutheran Church Of Hope,1,6,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
370,20155,Lutheran Church Of The Good Shepherd,2,4,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
371,4211,Lutheran Church Of The Nativity,0,4,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
372,14216,New Life Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
373,30299,New Promise Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
374,12001,Our Redeemer Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
375,13567,Our Savior Lutheran Church,1,1,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
376,12296,Our Savior Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
377,11440,Our Savior Lutheran Church,2,3,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
378,11890,Our Savior Lutheran Church,0,7,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
379,10778,Our Savior's Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
380,3037,Our Saviour Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
381,12929,Peace Lutheran Church,1,4,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
382,16098,Peace Lutheran Church,2,8,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
383,6853,Pioneer Lake Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
384,2494,Redeemer Lutheran Church,1,7,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
385,4680,Resurrection Lutheran Church,0,7,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
386,10145,Salem Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
387,11560,Salem Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
388,30376,Spirit Of Joy Lutheran Church,1,1,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
389,16120,St Andrew Lutheran Church,2,2,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
390,2479,St John Lutheran Church,0,2,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
391,11183,St John Lutheran Church,3,2,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
392,1509,St John Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
393,11234,St John Lutheran Church,3,4,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
394,10460,St John's Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
395,5816,St Mark Lutheran Church,1,2,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
396,2000,St Mark Lutheran Church,0,6,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
397,13029,St Mark's Lutheran Church By The Narrows,1,4,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
398,14057,St Martin's Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
399,1482,St Matthew Evangelical Lutheran Church,4,3,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
400,7606,St Michael Lutheran Church,0,7,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
401,1081,St Paul Lutheran Church,2,1,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
402,11067,St Paul Lutheran Church,2,5,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
403,11204,St Paul Lutheran Church,4,6,HOTEL LOCATION,$151-165 + tax,Downtown,Sheraton New Orleans Hotel
404,2082,Salem Lutheran Church,0,0,HOTEL LOCATION,$151-165 + tax,Downtown,
405,2472,St Stephen Lutheran Church,0,5,HOTEL LOCATION,$151-165 + tax,Downtown,
406,2015,St. Paul Lutheran Church,2,2,HOTEL LOCATION,$151-165 + tax,Downtown,
407,11316,Trinity Lutheran Church,1,2,HOTEL LOCATION,$151-165 + tax,Downtown,
408,4816,Trinity Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Downtown,
409,10851,Trinity Lutheran Church,1,4,HOTEL LOCATION,$151-165 + tax,Downtown,
410,448,Trinity Lutheran Church,2,5,HOTEL LOCATION,$151-165 + tax,Downtown,
411,14808,Trinity Lutheran Church,2,9,HOTEL LOCATION,$151-165 + tax,Downtown,
412,11594,Trinity Lutheran Church,0,10,HOTEL LOCATION,$151-165 + tax,Downtown,
413,14581,Trinity Lutheran Church,0,12,HOTEL LOCATION,$151-165 + tax,Downtown,
414,7488,Triumphant Love Lutheran Church,1,18,HOTEL LOCATION,$151-165 + tax,Downtown,
415,11902,United Lutheran Church,3,3,HOTEL LOCATION,$151-165 + tax,Downtown,
416,12358,United Lutheran Church,3,4,HOTEL LOCATION,$151-165 + tax,Downtown,
417,614,Weisenberg Lutheran Church,0,4,HOTEL LOCATION,$151-165 + tax,Downtown,
418,11914,Westwood Lutheran Church,2,2,HOTEL LOCATION,$151-165 + tax,Downtown,
419,14852,Wiota Lutheran Church,0,3,HOTEL LOCATION,$151-165 + tax,Downtown,
